#{"t_start": 1703840839.9341729, "env_id": "None"}
r,l,t
0.995,8,14.941997
0.995,8,14.952061
0.995,8,14.962116
0.995,8,14.972114
-0.006,6,14.98012
0.995,8,14.990045
0.995,8,14.999937
0.995,8,15.009464
0.995,8,15.019419
-0.006,6,15.047433
0.995,8,15.058429
0.995,8,15.069352
0.995,8,15.079743
0.995,8,15.089759
0.995,8,15.099702
0.995,8,15.109864
0.995,8,15.120152
0.995,8,15.131195
0.995,8,15.141519
0.995,8,15.151704
0.995,8,15.164448
0.995,8,15.175312
0.995,8,15.185695
0.995,8,15.196106
0.995,8,15.206233
0.995,8,15.216462
0.995,8,15.226915
0.995,8,15.237067
0.995,8,15.247313
0.995,8,15.25709
0.995,8,15.26702
0.995,8,15.277329
0.995,8,15.287442
0.995,8,15.297452
0.995,8,15.307173
0.995,8,15.317171
-0.006,6,15.324526
0.995,8,15.334471
0.995,8,15.344388
0.995,8,15.354224
0.995,8,15.364045
0.995,8,15.373861
0.995,8,15.383871
0.995,8,15.39362
0.995,8,15.403315
0.995,8,15.413134
0.995,8,15.423052
0.995,8,15.432974
0.995,8,15.442811
0.995,8,15.452663
0.995,8,15.46264
0.995,8,15.47236
0.995,8,15.48191
0.995,8,15.491859
0.995,8,15.501699
0.995,8,15.511568
0.995,8,15.521679
0.995,8,15.531403
0.995,8,15.541858
-0.006,6,15.549378
0.995,8,15.559315
0.995,8,15.569176
0.995,8,15.578648
0.995,8,15.5886
0.995,8,15.598227
0.995,8,15.608225
0.995,8,15.617887
0.995,8,15.62777
0.995,8,15.637229
0.995,8,15.647089
0.995,8,15.658064
0.995,8,15.66868
0.995,8,15.678491
0.995,8,15.687975
0.995,8,15.697898
0.995,8,15.707539
0.995,8,15.717053
0.995,8,15.726762
0.995,8,15.736425
0.995,8,15.746222
0.995,8,15.755593
0.995,8,15.765468
0.995,8,15.775108
0.995,8,15.784668
0.995,8,15.794145
0.995,8,15.803402
0.995,8,15.812651
0.995,8,15.821973
0.995,8,15.831225
0.995,8,15.840458
0.995,8,15.849698
0.995,8,15.858836
0.995,8,15.867644
0.995,8,15.876514
0.995,8,15.88613
0.995,8,15.895126
0.995,8,15.904197
0.995,8,15.914658
0.995,8,15.925162
0.995,8,15.935523
0.995,8,15.945814
0.995,8,15.956114
0.995,8,15.965612
0.995,8,15.975742
0.995,8,15.986009
0.995,8,15.996113
0.995,8,16.006526
0.995,8,16.016583
0.995,8,16.025636
0.995,8,16.035861
0.995,8,16.045504
0.995,8,16.055241
0.995,8,16.089468
0.995,8,16.100638
0.995,8,16.111291
0.995,8,16.121308
0.995,8,16.130871
0.995,8,16.140751
0.995,8,16.150402
0.995,8,16.161153
0.995,8,16.17196
0.995,8,16.181962
0.995,8,16.191649
0.995,8,16.201205
0.995,8,16.210923
0.995,8,16.220598
0.995,8,16.230478
0.995,8,16.240189
0.995,8,16.250023
0.995,8,16.259781
0.995,8,16.26928
0.995,8,16.279049
0.995,8,16.288337
0.995,8,16.298103
0.995,8,16.307714
0.995,8,16.317312
0.995,8,16.326598
0.995,8,16.335895
0.995,8,16.345163
0.995,8,16.354427
0.995,8,16.363509
0.995,8,16.372539
0.995,8,16.381724
0.995,8,16.390869
0.995,8,16.400245
0.995,8,16.409669
0.995,8,16.419164
0.995,8,16.428727
0.995,8,16.438135
0.995,8,16.447557
0.995,8,16.456812
0.995,8,16.465805
0.995,8,16.47495
0.995,8,16.483923
0.995,8,16.493274
0.995,8,16.502156
0.995,8,16.511018
0.995,8,16.519863
0.995,8,16.528771
0.995,8,16.537614
0.995,8,16.546642
0.995,8,16.5556
0.995,8,16.564714
0.995,8,16.573575
0.995,8,16.582824
0.995,8,16.592182
0.995,8,16.601982
0.995,8,16.611486
0.995,8,16.620958
0.995,8,16.631143
0.995,8,16.640795
0.995,8,16.650522
0.995,8,16.66129
0.995,8,16.673522
0.995,8,16.683251
0.995,8,16.692985
0.995,8,16.702543
0.995,8,16.71389
0.995,8,16.72493
0.995,8,16.736555
0.995,8,16.749382
0.995,8,16.763012
0.995,8,16.775371
0.995,8,16.787848
0.995,8,16.800939
0.995,8,16.813628
0.995,8,16.825152
0.995,8,16.836653
0.995,8,16.848188
0.995,8,16.859588
0.995,8,16.870533
0.995,8,16.881343
0.995,8,16.892151
0.995,8,16.902677
0.995,8,16.91246
0.995,8,16.921731
0.995,8,16.930925
0.995,8,16.940169
0.995,8,16.949355
0.995,8,16.958416
0.995,8,16.967165
0.995,8,16.976261
0.995,8,16.985049
0.995,8,16.993808
0.995,8,17.002677
0.995,8,17.011612
0.995,8,17.020444
0.995,8,17.029191
0.995,8,17.038235
0.995,8,17.04706
0.995,8,17.056163
0.995,8,17.065074
0.995,8,17.074251
0.995,8,17.08315
0.995,8,17.093276
0.995,8,17.123486
0.995,8,17.134489
0.995,8,17.144832
0.995,8,17.154207
0.995,8,17.166578
0.995,8,17.177314
0.995,8,17.187006
0.995,8,17.196678
0.995,8,18.109828
