num_of_edges,num_of_equations,delta_param,number_of_events,execution_time_discrete,memory_usage_discrete,execution_time_solver,memory_usage_solver
4,4,0.5,16,0.002047870451739679,0.007166290283203125,0.13002202722709627,0.0029253323872884115
5,5,0.25,64,0.003274259502844264,0.017244974772135418,0.12520900973274063,0.0010523796081542969
6,6,0.25,64,0.003313445761644592,0.015828704833984374,0.12604206272323307,0.001046593983968099
7,7,0.125,256,0.010166235369009275,0.10212732950846354,0.18797890843513113,0.00790090560913086
8,8,0.125,256,0.011988982282734166,0.10473403930664063,0.24654526726032297,0.008226776123046875
9,9,0.125,256,0.011065394070465117,0.10387061436971029,0.2574645572613614,0.007788403828938802
10,10,0.125,256,0.010542695026379079,0.10408833821614584,0.2547198601028261,0.0077799797058105465
11,11,0.125,256,0.011965833231806755,0.10779997507731119,0.32609610425230734,0.00857400894165039
12,12,0.125,256,0.013504601134142528,0.11055425008138021,0.39400588114513085,0.009465376536051432
13,13,0.125,256,0.012905319881004592,0.10968926747639975,0.40743032375272986,0.009026304880777995
14,14,0.125,256,0.013000825831356148,0.1099050521850586,0.4076910342439078,0.009069124857584635
15,15,0.0625,1024,0.0469874052835318,0.424697208404541,0.48771411754035704,0.010497856140136718
16,16,0.0625,1024,0.04989154198750233,0.4258257548014323,0.5725551773250724,0.011013603210449219
17,17,0.0625,1024,0.05005284723204871,0.42495396931966145,0.5849970518650177,0.010633150736490885
18,18,0.0625,1024,0.05133005496657764,0.4250755310058594,0.5769751086365431,0.010694185892740885
19,19,0.0625,1024,0.05448849389407163,0.427190907796224,0.685617328749504,0.012770144144694011
20,20,0.03125,4096,0.22152224405823898,1.6470654805501301,0.758941725474627,0.012410799662272135
21,21,0.03125,4096,0.22166259637257704,1.6481188138326008,0.7405122876283713,0.019688733418782554
22,22,0.03125,4096,0.22517863794152315,1.6495522816975912,0.7858782487882612,0.01407451629638672
23,23,0.03125,4096,0.23426500719894344,1.6485117594401042,0.9061318909632974,0.018427340189615886
24,24,0.03125,4096,0.2540831634037507,1.665941874186198,0.9940966656043505,0.019327354431152344
25,25,0.03125,4096,0.24865880542978022,1.6508852640787761,1.0177972382904652,0.01416327158610026
26,26,0.03125,4096,0.2521815650165081,1.6505157470703125,1.015015057233783,0.037870629628499346
27,27,0.03125,4096,0.26291177154053,1.6601519266764322,1.122248472335438,0.016449546813964842
28,28,0.03125,4096,0.27618298546100656,1.64923095703125,1.230438419741889,0.029816500345865884
29,29,0.03125,4096,0.2818069244696138,1.666387685139974,1.259111733327154,0.01974188486735026
30,30,0.03125,4096,0.2805226261378266,1.648529307047526,1.2765359129329832,0.021592013041178384
31,31,0.03125,4096,0.2996673440599504,1.6704188028971354,1.4069968594160551,0.02213598887125651
32,32,0.03125,4096,0.3041356608388014,1.6557831446329752,1.5221771624327327,0.018525155385335286
33,33,0.03125,4096,0.3067777097652045,1.652392832438151,1.5110907652686971,0.04426002502441406
34,34,0.03125,4096,0.31375043586594986,1.6610936482747396,1.5282492079073564,0.018306414286295574
35,35,0.03125,4096,0.32139843722882994,1.6503346761067708,1.7058100625290535,0.03308226267496745
36,36,0.015625,16384,1.3281639558107903,6.557098484039306,1.8962225639028474,0.05691725413004557
37,37,0.03125,4096,0.338154482957907,1.6648353576660155,1.8629151422142363,0.017875099182128908
38,38,0.03125,4096,0.34525887593238924,1.6577540079752604,1.830094221063579,0.044473457336425784
39,39,0.03125,4096,0.35209979423477006,1.6619178771972656,2.000947018406199,0.01934528350830078
40,40,0.03125,4096,0.3620376272049422,1.6503746032714843,2.154974262350394,0.05901209513346354
41,41,0.03125,4096,0.3681133216867844,1.665405019124349,2.180521780718118,0.018107795715332033
