#{"t_start": 1705144753.2988002, "env_id": "None"}
r,l,t
-0.002,20,16.665221
-0.002,20,16.679142
-0.002,20,16.692991
-0.002,20,16.705912
0.9984,21,16.719472
0.9983,21,16.732696
-0.002,20,16.745605
0.9985,21,16.760289
-0.002,20,16.773928
-0.002,20,16.787968
-0.002,20,16.801063
-0.002,20,16.814022
0.9985,21,16.827318
-0.002,20,16.840168
0.9985,21,16.853674
-0.002,20,16.867105
0.9984,21,16.881338
-0.002,20,16.894876
0.9985,21,16.908267
-0.002,20,16.921263
0.9985,21,16.934536
-0.002,20,16.947342
0.9981,21,16.960713
0.9984,21,16.974264
-0.002,20,16.988077
0.9985,21,17.001697
-0.002,20,17.01488
0.9985,21,17.02816
0.9982,21,17.041775
-0.002,20,17.054634
0.9983,21,17.068068
0.9985,21,17.08195
-0.002,20,17.095833
-0.002,20,17.109081
0.9981,21,17.122239
-0.002,20,17.135128
-0.002,20,17.148089
-0.002,20,17.160912
-0.002,20,17.173737
-0.002,20,17.20555
0.9983,21,17.219482
0.9985,21,17.233009
0.9981,21,17.246524
-0.002,20,17.259559
0.9985,21,17.273567
-0.002,20,17.287486
0.9983,21,17.301678
-0.002,20,17.315074
-0.002,20,17.328499
-0.002,20,17.341819
-0.002,20,17.355546
0.9984,21,17.3695
0.9984,21,17.383229
-0.002,20,17.396568
-0.002,20,17.409952
0.9983,21,17.423576
-0.002,20,17.436867
0.9985,21,17.45042
0.9985,21,17.464352
0.9985,21,17.478526
-0.002,20,17.491775
-0.002,20,17.504582
-0.002,20,17.517381
0.9985,21,17.530778
-0.002,20,17.547663
0.9985,21,17.562396
-0.002,20,17.57638
-0.002,20,17.590335
0.9981,21,17.604838
0.9985,21,17.618651
-0.002,20,17.63295
0.9982,21,17.647295
0.9983,21,17.661744
0.9981,21,17.676157
0.9985,21,17.689654
0.9982,21,17.703103
-0.002,20,17.716494
0.9981,21,17.730163
-0.002,20,17.743313
-0.002,20,17.756492
0.9982,21,17.770036
0.9983,21,17.783541
0.9984,21,17.797253
0.9983,21,17.810954
-0.002,20,17.824717
0.9985,21,17.83868
-0.002,20,17.852833
0.9981,21,17.866694
-0.002,20,17.879843
0.9985,21,17.892845
-0.002,20,17.90568
0.9983,21,17.918796
0.9985,21,17.932027
-0.002,20,17.94482
-0.002,20,17.957578
-0.002,20,17.970703
0.9984,21,17.984147
-0.002,20,17.99816
-0.002,20,18.011862
0.9982,21,18.025563
-0.002,20,18.039177
0.9982,21,18.052905
0.9982,21,18.066915
-0.002,20,18.080634
-0.002,20,18.094097
0.9985,21,18.10765
0.9985,21,18.121193
0.9984,21,18.134995
-0.002,20,18.148346
0.9982,21,18.161614
0.9983,21,18.174913
-0.002,20,18.188744
0.9982,21,18.203032
-0.002,20,18.239288
0.9984,21,18.253919
-0.002,20,18.267565
0.9983,21,18.28153
-0.002,20,18.294818
-0.002,20,18.308166
-0.002,20,18.321483
0.9983,21,18.335129
-0.002,20,18.348591
-0.002,20,18.362326
-0.002,20,18.37562
-0.002,20,18.389183
0.9984,21,18.402784
-0.002,20,18.415729
-0.002,20,18.431346
-0.002,20,18.44464
-0.002,20,18.457982
-0.002,20,18.471279
-0.002,20,18.484617
-0.002,20,18.498063
-0.002,20,18.511606
-0.002,20,18.525184
0.9985,21,18.539362
-0.002,20,18.553439
0.9984,21,18.568123
0.9985,21,18.581917
0.9984,21,18.59557
-0.002,20,18.609013
0.9982,21,18.622729
-0.002,20,18.636167
0.9982,21,18.649646
0.9984,21,18.663279
0.9983,21,18.676821
0.9983,21,18.691158
-0.002,20,18.70546
0.9983,21,18.719316
-0.002,20,18.732309
-0.002,20,18.745377
0.9984,21,18.758959
0.9985,21,18.772594
-0.002,20,18.786212
-0.002,20,18.799699
-0.002,20,18.813899
0.9983,21,18.827833
0.9983,21,18.841471
-0.002,20,18.855348
-0.002,20,18.869125
0.9982,21,18.883592
-0.002,20,18.897029
-0.002,20,18.910424
-0.002,20,18.923543
-0.002,20,18.936822
0.9981,21,18.950186
-0.002,20,18.963276
0.9985,21,18.976616
0.9984,21,18.990248
0.9981,21,19.004123
-0.002,20,19.017973
0.9983,21,19.031764
-0.002,20,19.045001
-0.002,20,19.059633
-0.002,20,19.073205
0.9985,21,19.086899
-0.002,20,19.1006
0.9981,21,19.114662
-0.002,20,19.128071
0.9985,21,19.141593
-0.002,20,19.155016
-0.002,20,19.168247
-0.002,20,19.181658
0.9985,21,19.195144
-0.002,20,19.209963
0.9985,21,19.223857
0.9985,21,19.237417
0.9985,21,19.250923
-0.002,20,19.280177
0.9984,21,19.29442
-0.002,20,19.308598
-0.002,20,19.321779
-0.002,20,19.335021
-0.002,20,19.348201
0.9985,21,19.362085
0.9984,21,19.376129
-0.002,20,19.390014
0.9985,21,19.403642
0.9983,21,19.417195
-0.002,20,19.43039
-0.002,20,19.443559
-0.002,20,19.456474
-0.002,20,19.469338
-0.002,20,19.482481
0.9984,21,19.496489
0.9985,21,19.510628
0.9984,21,19.524039
-0.002,20,19.536932
-0.002,20,19.550151
-0.002,20,19.563291
0.9984,21,19.576604
-0.002,20,19.590426
-0.002,20,19.604492
-0.002,20,19.618216
-0.002,20,19.631051
0.9985,21,19.644103
-0.002,20,19.656892
0.9983,21,19.669915
0.9985,21,19.683264
-0.002,20,19.69731
0.9985,21,19.710968
0.9983,21,19.724393
0.9985,21,19.737504
0.9982,21,19.750637
-0.002,20,19.763751
0.9985,21,19.777256
0.9983,21,19.792776
-0.002,20,19.807196
0.9984,21,19.821177
-0.002,20,19.834218
-0.002,20,19.847187
0.9983,21,19.860606
0.9985,21,19.87397
0.9985,21,19.887995
0.9984,21,19.901809
-0.002,20,19.915386
0.9985,21,19.928987
0.9984,21,19.942763
0.9985,21,19.957185
0.9984,21,19.974046
-0.002,20,19.988402
0.9985,21,20.002577
0.9983,21,20.016127
-0.002,20,20.029399
0.9983,21,20.042775
0.9985,21,20.056002
-0.002,20,20.06908
0.9984,21,20.082469
-0.002,20,20.095541
-0.002,20,20.109324
0.9983,21,20.123075
0.9983,21,20.13756
-0.002,20,20.151141
0.9983,21,20.165362
-0.002,20,20.178726
-0.002,20,20.191977
-0.002,20,20.205169
0.9984,21,20.21843
0.9983,21,20.231717
-0.002,20,20.244546
0.9982,21,20.257575
0.9981,21,20.270563
0.9985,21,20.283667
0.9983,21,20.321497
0.9985,21,20.335236
-0.002,20,20.348255
-0.002,20,20.361335
-0.002,20,20.374467
0.9983,21,20.388146
-0.002,20,20.401394
0.9985,21,20.415839
0.9985,21,20.430184
0.9984,21,20.444054
-0.002,20,20.457531
0.9981,21,20.472077
-0.002,20,20.485757
0.9984,21,20.499244
0.9985,21,20.512674
0.9983,21,20.725509
0.9985,21,20.739292
0.9983,21,20.753099
0.9985,21,20.766774
0.9982,21,20.780535
-0.002,20,20.794837
0.9983,21,20.80912
-0.002,20,20.822798
0.9981,21,20.836854
0.9985,21,20.850675
-0.002,20,20.864365
-0.002,20,20.878067
-0.002,20,20.891801
0.9981,21,20.906304
-0.002,20,20.920327
-0.002,20,20.934439
0.9985,21,20.948125
-0.002,20,20.961954
0.9983,21,20.975916
0.9984,21,20.990088
-0.002,20,21.004434
0.9982,21,21.018638
-0.002,20,21.032347
0.9985,21,21.045496
-0.002,20,21.058564
-0.002,20,21.071583
0.9983,21,21.085025
-0.002,20,21.098601
0.9985,21,21.112632
-0.002,20,21.126343
-0.002,20,21.139843
0.9983,21,21.152984
0.9983,21,21.165955
-0.002,20,21.17869
-0.002,20,21.192507
0.9985,21,21.206091
-0.002,20,21.219897
0.9984,21,21.232957
-0.002,20,21.246206
-0.002,20,21.259918
0.9983,21,21.273903
-0.002,20,21.287463
-0.002,20,21.300516
-0.002,20,21.313516
0.9985,21,21.327692
0.9985,21,21.356958
-0.002,20,21.370382
0.9985,21,21.384114
-0.002,20,21.397466
-0.002,20,21.412086
-0.002,20,21.426249
-0.002,20,21.440791
0.9984,21,21.455466
0.9981,21,21.469592
0.9983,21,21.483546
0.9985,21,21.497513
-0.002,20,21.511134
0.9984,21,21.524594
0.9981,21,21.537728
0.9985,21,21.550724
-0.002,20,21.563455
0.9981,21,21.577187
-0.002,20,21.590577
-0.002,20,21.604337
0.9985,21,21.617996
-0.002,20,21.630675
-0.002,20,21.643734
-0.002,20,21.656844
0.9985,21,21.670043
0.9981,21,21.687417
-0.002,20,21.701014
0.9985,21,21.714657
-0.002,20,21.727608
-0.002,20,21.74059
0.9985,21,21.753909
-0.002,20,21.766912
0.9983,21,21.780182
-0.002,20,21.793153
0.9982,21,21.807126
-0.002,20,21.821174
-0.002,20,21.835143
0.9985,21,21.849139
0.9982,21,21.863642
-0.002,20,21.877064
0.9983,21,21.890729
-0.002,20,21.904119
-0.002,20,21.917273
-0.002,20,21.930191
-0.002,20,21.943073
-0.002,20,21.95564
-0.002,20,21.968387
0.9983,21,21.981489
0.9984,21,21.995439
-0.002,20,22.00947
-0.002,20,22.022753
0.9985,21,22.039111
-0.002,20,22.054026
0.9984,21,22.068004
0.9983,21,22.081649
-0.002,20,22.094745
-0.002,20,22.107884
-0.002,20,22.121245
-0.002,20,22.134323
-0.002,20,22.147446
0.9982,21,22.160767
0.9983,21,22.174143
0.9985,21,22.188176
0.9982,21,22.202512
-0.002,20,22.21599
-0.002,20,22.229218
-0.002,20,22.242665
-0.002,20,22.256082
-0.002,20,22.269977
-0.002,20,22.283369
0.9985,21,22.297053
0.9981,21,22.310892
-0.002,20,22.324245
-0.002,20,22.337546
0.9985,21,22.350999
-0.002,20,22.36404
-0.002,20,22.401344
-0.002,20,22.415108
0.9984,21,22.429452
0.9985,21,22.443872
0.9985,21,22.457944
-0.002,20,22.471253
0.9984,21,22.484581
-0.002,20,22.497534
-0.002,20,22.510404
-0.002,20,22.523363
0.9985,21,22.537722
-0.002,20,22.55268
-0.002,20,22.566307
-0.002,20,22.580691
-0.002,20,22.595169
-0.002,20,22.609509
-0.002,20,22.623693
0.9983,21,22.637905
0.9983,21,22.651857
0.9984,21,22.666181
-0.002,20,22.679884
0.9985,21,22.693909
0.9984,21,22.708088
-0.002,20,22.722047
0.9984,21,22.736212
-0.002,20,22.749404
0.9981,21,22.762894
-0.002,20,22.77588
0.9985,21,22.789151
0.9985,21,22.802909
-0.002,20,22.816767
-0.002,20,22.830574
-0.002,20,22.843597
0.9981,21,22.856782
0.9985,21,22.869757
-0.002,20,22.882507
0.9985,21,22.896237
-0.002,20,22.909962
-0.002,20,22.92338
0.9985,21,22.936733
0.9985,21,22.950008
-0.002,20,22.96301
0.9984,21,22.976231
-0.002,20,22.989113
-0.002,20,23.002605
0.9983,21,23.016577
-0.002,20,23.030863
-0.002,20,23.04458
-0.002,20,23.058241
-0.002,20,23.072062
0.9985,21,23.085486
0.9985,21,23.098895
-0.002,20,23.112171
0.9985,21,23.125397
0.9985,21,23.138842
0.9983,21,23.152167
0.9984,21,23.165454
-0.002,20,23.178475
-0.002,20,23.19168
0.9984,21,23.205982
-0.002,20,23.219825
-0.002,20,23.233609
0.9985,21,23.247459
-0.002,20,23.260602
-0.002,20,23.273706
-0.002,20,23.287199
-0.002,20,23.300558
-0.002,20,23.314524
-0.002,20,23.328098
0.9984,21,23.341559
-0.002,20,23.354561
0.9985,21,23.367736
-0.002,20,23.380963
-0.002,20,23.393868
0.9983,21,23.408427
-0.002,20,23.435565
0.9984,21,23.449787
0.9985,21,23.463996
-0.002,20,23.477574
0.9981,21,23.491149
0.9985,21,23.504664
0.9983,21,23.51806
-0.002,20,23.53165
0.9985,21,23.545597
-0.002,20,23.559578
0.9985,21,23.573204
0.9984,21,23.586835
-0.002,20,23.600173
0.9983,21,23.613786
0.9984,21,23.627208
-0.002,20,23.640429
-0.002,20,23.653408
0.9984,21,23.666659
0.9982,21,23.68166
0.9984,21,23.697434
-0.002,20,23.71217
0.9983,21,23.72585
-0.002,20,23.738973
0.9985,21,23.752726
0.9984,21,23.766508
0.9985,21,23.78056
0.9985,21,23.794724
0.9984,21,23.80849
-0.002,20,23.821743
0.9985,21,23.835186
-0.002,20,23.848157
0.9981,21,23.861395
-0.002,20,23.875547
0.9985,21,23.889459
0.9985,21,23.903532
0.9984,21,23.917049
-0.002,20,23.930094
-0.002,20,23.943122
0.9983,21,23.956324
-0.002,20,23.969935
0.9985,21,23.983496
-0.002,20,23.997115
-0.002,20,24.010127
0.9981,21,24.023568
0.9984,21,24.036709
-0.002,20,24.049429
-0.002,20,24.062209
-0.002,20,24.075678
0.9985,21,24.089072
-0.002,20,24.103049
-0.002,20,24.11629
-0.002,20,24.129376
0.9983,21,24.142557
0.9982,21,24.155841
0.9983,21,24.16947
0.9985,21,24.183222
0.9984,21,24.19702
0.9983,21,24.210575
-0.002,20,24.223496
0.9984,21,24.236878
-0.002,20,24.249727
-0.002,20,24.262655
0.9984,21,24.277409
-0.002,20,24.290952
-0.002,20,24.303878
-0.002,20,24.317088
-0.002,20,24.329956
-0.002,20,24.343013
0.9983,21,24.356144
0.9981,21,24.369885
0.9985,21,24.38314
-0.002,20,24.396708
0.9985,21,24.410746
-0.002,20,24.423863
0.9985,21,24.436871
0.9984,21,24.467867
0.9984,21,24.481388
-0.002,20,24.494835
-0.002,20,24.508075
-0.002,20,24.522066
0.9985,21,24.535364
0.9984,21,24.548614
0.9985,21,24.561976
-0.002,20,24.575071
-0.002,20,24.588714
0.9983,21,24.602631
0.9985,21,24.616645
0.9984,21,24.630455
0.9984,21,24.643745
-0.002,20,24.656769
0.9985,21,24.670174
-0.002,20,24.683471
0.9983,21,24.69717
-0.002,20,24.710808
0.9983,21,24.724061
0.9985,21,24.737385
-0.002,20,24.750374
-0.002,20,24.763803
0.9983,21,24.777905
-0.002,20,24.791449
0.9981,21,24.804748
0.9984,21,24.817925
0.9985,21,24.831131
-0.002,20,24.84553
0.9984,21,24.859722
-0.002,20,24.872788
0.9984,21,24.885827
-0.002,20,24.898931
-0.002,20,24.911924
0.9982,21,24.925258
-0.002,20,24.939372
0.9985,21,24.953802
-0.002,20,24.967079
-0.002,20,24.980261
-0.002,20,24.993271
-0.002,20,25.006387
-0.002,20,25.019566
-0.002,20,25.032679
0.9983,21,25.045929
0.9985,21,25.058942
0.9985,21,25.072152
-0.002,20,25.085333
-0.002,20,25.099299
-0.002,20,25.11329
-0.002,20,25.126447
0.9984,21,25.139913
0.9981,21,25.153326
-0.002,20,25.166516
-0.002,20,25.179501
0.9985,21,25.193298
0.9981,21,25.207114
-0.002,20,25.220939
0.9985,21,25.234375
-0.002,20,25.247854
-0.002,20,25.261809
-0.002,20,25.275556
0.9984,21,25.288746
0.9985,21,25.302036
0.9983,21,25.315173
-0.002,20,25.3281
-0.002,20,25.341459
0.9982,21,25.355159
0.9985,21,25.369286
-0.002,20,25.382268
-0.002,20,25.394971
0.9984,21,25.407884
-0.002,20,25.420677
-0.002,20,25.433467
-0.002,20,25.447099
0.9985,21,25.461045
0.9985,21,25.474761
-0.002,20,25.509838
-0.002,20,25.523195
0.9983,21,25.536295
-0.002,20,25.549052
-0.002,20,25.56189
0.9983,21,25.575
-0.002,20,25.588964
0.9983,21,25.603031
-0.002,20,25.616346
-0.002,20,25.629459
-0.002,20,25.643139
0.9985,21,25.656917
-0.002,20,25.670853
-0.002,20,25.683702
0.9985,21,25.696655
0.9981,21,25.71002
0.9982,21,25.72314
0.9984,21,25.736291
-0.002,20,25.749705
0.9985,21,25.763736
0.9985,21,25.777761
-0.002,20,25.790781
-0.002,20,25.803636
-0.002,20,25.816337
-0.002,20,25.829215
0.9985,21,25.84238
-0.002,20,25.855193
0.9981,21,25.872876
-0.002,20,25.885833
-0.002,20,25.899537
0.9985,21,25.913661
-0.002,20,25.92746
0.9984,21,25.941969
-0.002,20,25.955269
-0.002,20,25.968583
0.9984,21,25.982536
-0.002,20,25.996513
0.9981,21,26.016022
0.9985,21,26.037979
0.9985,21,26.05523
-0.002,20,26.07024
-0.002,20,26.084857
0.9984,21,26.100674
0.9981,21,26.115335
-0.002,20,26.129797
0.9984,21,26.14437
-0.002,20,26.158749
-0.002,20,26.172975
-0.002,20,26.187311
0.9985,21,26.20124
0.9984,21,26.215598
-0.002,20,26.229408
0.9985,21,26.243351
-0.002,20,26.256842
-0.002,20,26.270795
0.9981,21,26.28485
0.9981,21,26.299078
0.9984,21,26.312858
0.9984,21,26.326784
-0.002,20,26.340328
0.9985,21,26.353793
0.9984,21,26.36725
-0.002,20,26.380621
-0.002,20,26.393896
0.9981,21,26.408218
0.9984,21,26.422866
-0.002,20,26.436536
0.9984,21,26.450633
-0.002,20,26.464717
-0.002,20,26.478816
-0.002,20,26.504367
0.9983,21,26.518347
-0.002,20,26.546664
0.9985,21,26.561063
-0.002,20,26.575198
-0.002,20,26.589402
-0.002,20,26.603476
0.9983,21,26.618118
-0.002,20,26.644205
0.9981,21,26.672235
0.9983,21,26.692681
-0.002,20,26.70869
0.9981,21,26.72508
-0.002,20,26.740013
-0.002,20,26.756275
0.9984,21,26.772417
0.9983,21,26.788886
0.9985,21,26.804263
-0.002,20,26.821586
-0.002,20,26.836601
0.9983,21,26.850405
-0.002,20,26.864046
-0.002,20,26.877784
-0.002,20,26.89167
-0.002,20,26.905592
0.9984,21,26.919461
-0.002,20,26.933604
-0.002,20,26.948811
-0.002,20,26.962161
0.9984,21,26.97615
0.9985,21,26.990439
0.9981,21,27.00497
0.9985,21,27.02066
-0.002,20,27.038172
0.9984,21,27.053094
-0.002,20,27.066935
0.9983,21,27.081442
-0.002,20,27.095326
-0.002,20,27.109311
-0.002,20,27.123232
0.9983,21,27.137628
-0.002,20,27.152559
0.9985,21,27.16707
-0.002,20,27.181157
0.9981,21,27.196228
0.9982,21,27.211442
0.9985,21,27.225611
-0.002,20,27.239619
-0.002,20,27.253289
0.9985,21,27.267533
0.9985,21,27.281742
0.9983,21,27.295849
0.9984,21,27.309916
0.9985,21,27.323896
0.9985,21,27.337713
0.9985,21,27.351338
0.9984,21,27.364899
-0.002,20,27.378284
0.9982,21,27.392397
0.9981,21,27.406722
-0.002,20,27.42041
0.9985,21,27.434173
0.9983,21,27.447745
0.9981,21,27.460933
0.9983,21,27.474007
0.9981,21,27.488429
-0.002,20,27.501719
0.9985,21,27.515669
0.9981,21,27.534972
0.9983,21,27.559904
0.9985,21,27.574793
-0.002,20,27.604871
-0.002,20,27.621131
-0.002,20,27.635774
0.9985,21,27.650231
0.9981,21,27.664601
0.9983,21,27.67884
-0.002,20,27.695627
0.9985,21,27.718016
0.9985,21,27.73337
-0.002,20,27.748388
-0.002,20,27.763527
-0.002,20,27.77778
-0.002,20,27.792251
0.9981,21,27.806571
0.9985,21,27.820922
0.9983,21,27.835574
0.9985,21,27.850251
0.9983,21,27.864859
-0.002,20,27.878971
0.9984,21,27.892738
0.9983,21,27.906492
-0.002,20,27.91986
0.9983,21,27.933557
0.9981,21,27.947457
-0.002,20,27.961519
-0.002,20,27.975017
-0.002,20,27.988093
0.9985,21,28.001481
0.9985,21,28.015236
0.9983,21,28.038653
0.9983,21,28.053136
0.9985,21,28.069296
0.9983,21,28.085635
0.9983,21,28.101923
0.9985,21,28.126893
-0.002,20,28.145322
-0.002,20,28.180131
0.9985,21,28.196691
0.9985,21,28.2113
-0.002,20,28.224937
-0.002,20,28.238479
-0.002,20,28.251956
-0.002,20,28.266009
0.9982,21,28.280297
-0.002,20,28.293702
-0.002,20,28.307849
0.9985,21,28.321544
-0.002,20,28.335025
-0.002,20,28.34843
-0.002,20,28.361971
-0.002,20,28.375404
-0.002,20,28.389891
-0.002,20,28.403875
0.9982,21,28.418322
-0.002,20,28.432409
-0.002,20,28.44638
0.9985,21,28.461365
0.9985,21,28.477206
0.9985,21,28.491036
-0.002,20,28.504072
-0.002,20,28.519627
-0.002,20,28.566815
-0.002,20,28.580945
-0.002,20,28.594572
-0.002,20,28.607988
-0.002,20,28.622052
0.9985,21,28.635745
0.9984,21,28.657498
-0.002,20,28.671605
-0.002,20,28.684928
0.9985,21,28.698551
-0.002,20,28.711789
0.9984,21,28.725432
0.9985,21,28.738709
-0.002,20,28.751817
-0.002,20,28.766487
-0.002,20,28.782164
-0.002,20,28.797164
-0.002,20,28.812074
0.9983,21,28.828199
0.9983,21,28.844459
0.9984,21,28.858377
0.9981,21,28.873449
0.9983,21,28.889614
0.9984,21,28.903592
-0.002,20,28.917504
-0.002,20,28.931389
-0.002,20,28.945249
-0.002,20,28.959014
-0.002,20,28.972624
-0.002,20,28.986337
0.9983,21,29.000408
-0.002,20,29.014119
0.9981,21,29.028072
-0.002,20,29.041611
0.9983,21,29.054986
-0.002,20,29.067986
0.9983,21,29.081341
0.9983,21,29.09616
-0.002,20,29.110626
-0.002,20,29.124542
-0.002,20,29.138748
0.9983,21,29.153122
0.9985,21,29.167099
-0.002,20,29.18074
0.9985,21,29.195426
-0.002,20,29.211205
0.9982,21,29.227316
0.9985,21,29.242391
0.9985,21,29.256895
0.9981,21,29.271405
0.9983,21,29.286443
0.9985,21,29.300766
-0.002,20,29.315126
-0.002,20,29.329584
0.9981,21,29.344213
0.9985,21,29.358507
0.9984,21,29.372633
0.9985,21,29.387007
0.9985,21,29.401457
-0.002,20,29.415628
0.9985,21,29.43032
-0.002,20,29.444217
0.9985,21,29.458526
-0.002,20,29.472488
0.9985,21,29.486575
0.9984,21,29.500303
0.9985,21,29.514815
-0.002,20,29.528686
-0.002,20,29.542323
-0.002,20,29.556747
-0.002,20,29.571071
-0.002,20,29.584478
-0.002,20,29.598418
0.9985,21,29.613667
0.9985,21,29.62844
0.9985,21,29.643688
-0.002,20,29.658374
-0.002,20,29.69123
0.9982,21,29.706335
0.9983,21,29.720369
0.9984,21,29.734246
-0.002,20,29.748344
0.9981,21,29.763688
0.9983,21,29.779563
-0.002,20,29.793862
0.9985,21,29.808632
-0.002,20,29.823091
0.9985,21,29.837947
-0.002,20,29.851809
-0.002,20,29.865783
-0.002,20,29.880423
0.9985,21,29.895341
-0.002,20,29.909672
0.9983,21,29.923673
-0.002,20,29.938081
0.9983,21,29.952324
0.9985,21,29.966848
-0.002,20,29.981196
-0.002,20,29.995207
-0.002,20,30.009359
-0.002,20,30.023407
0.9981,21,30.037953
-0.002,20,30.05211
-0.002,20,30.065891
0.9985,21,30.080205
0.9984,21,30.094657
0.9985,21,30.109114
-0.002,20,30.122882
0.9982,21,30.137654
-0.002,20,30.151387
0.9983,21,30.165839
-0.002,20,30.179809
0.9985,21,30.194365
0.9985,21,30.20893
0.9983,21,30.223023
0.9983,21,30.236923
-0.002,20,30.250472
-0.002,20,30.264618
0.9985,21,30.278576
0.9983,21,30.292867
-0.002,20,30.30738
-0.002,20,30.321965
-0.002,20,30.335848
-0.002,20,30.34942
-0.002,20,30.363185
-0.002,20,30.376974
-0.002,20,30.390305
-0.002,20,30.403996
0.9982,21,30.417947
0.9984,21,30.432449
0.9981,21,30.44616
-0.002,20,30.459307
-0.002,20,30.472532
-0.002,20,30.485854
0.9985,21,30.499689
-0.002,20,30.513905
-0.002,20,30.528428
0.9981,21,30.542474
-0.002,20,30.556684
-0.002,20,30.570436
-0.002,20,30.583873
-0.002,20,30.597593
0.9982,21,30.612256
-0.002,20,30.626896
-0.002,20,30.64059
-0.002,20,30.654864
-0.002,20,30.669925
-0.002,20,30.683609
-0.002,20,30.697462
-0.002,20,30.922715
-0.002,20,30.936441
0.9985,21,30.950315
0.9983,21,30.964465
-0.002,20,30.978745
-0.002,20,30.993092
-0.002,20,31.008473
0.9985,21,31.022959
-0.002,20,31.036887
0.9983,21,31.051981
0.9984,21,31.066239
-0.002,20,31.079762
-0.002,20,31.093982
0.9985,21,31.109711
-0.002,20,31.124733
0.9982,21,31.138985
-0.002,20,31.154033
-0.002,20,31.168383
-0.002,20,31.182745
0.9981,21,31.198171
0.9985,21,31.212854
0.9984,21,31.227256
0.9985,21,31.241592
-0.002,20,31.255671
-0.002,20,31.269647
-0.002,20,31.284083
0.9984,21,31.298575
-0.002,20,31.312536
0.9981,21,31.326718
0.9985,21,31.340599
-0.002,20,31.354212
0.9984,21,31.369356
-0.002,20,31.38284
0.9981,21,31.396337
0.9985,21,31.409905
-0.002,20,31.423812
0.9985,21,31.437429
-0.002,20,31.451135
0.9984,21,31.465337
0.9985,21,31.479656
0.9983,21,31.494961
0.9983,21,31.509646
0.9983,21,31.523868
-0.002,20,31.537485
-0.002,20,31.551073
-0.002,20,31.565064
-0.002,20,31.579669
0.9985,21,31.593605
0.9983,21,31.607516
-0.002,20,31.621308
0.9985,21,31.635255
-0.002,20,31.648979
0.9981,21,31.662595
0.9981,21,31.676547
-0.002,20,31.690478
0.9985,21,31.704856
0.9981,21,31.718627
0.9985,21,31.732072
-0.002,20,31.760824
-0.002,20,31.774202
0.9982,21,31.78759
0.9985,21,31.801341
-0.002,20,31.815501
0.9985,21,31.830132
0.9985,21,31.844182
0.9981,21,31.858231
-0.002,20,31.871716
-0.002,20,31.885509
-0.002,20,31.898811
-0.002,20,31.912323
0.9984,21,31.926394
0.9985,21,31.940016
-0.002,20,31.953683
-0.002,20,31.967751
0.9985,21,31.981461
-0.002,20,31.994859
-0.002,20,32.008692
0.9984,21,32.022804
-0.002,20,32.038415
-0.002,20,32.052978
-0.002,20,32.066408
-0.002,20,32.080511
-0.002,20,32.094536
-0.002,20,32.108356
0.9983,21,32.12295
0.9985,21,32.137079
-0.002,20,32.150995
-0.002,20,32.165837
0.9981,21,32.180045
-0.002,20,32.19352
-0.002,20,32.206663
0.9984,21,32.220363
-0.002,20,32.23353
-0.002,20,32.247629
0.9984,21,32.26139
-0.002,20,32.274845
-0.002,20,32.28884
-0.002,20,32.303117
-0.002,20,32.316319
-0.002,20,32.329591
0.9985,21,32.343116
-0.002,20,32.357169
0.9981,21,32.371335
-0.002,20,32.384638
0.9983,21,32.39853
0.9982,21,32.412634
0.9985,21,32.426451
-0.002,20,32.439838
0.9981,21,32.453508
0.9985,21,32.467072
0.9985,21,32.480717
-0.002,20,32.494181
0.9985,21,32.508543
0.9981,21,32.522677
0.9984,21,32.537028
0.9983,21,32.551162
-0.002,20,32.565027
-0.002,20,32.578729
-0.002,20,32.591961
-0.002,20,32.605273
-0.002,20,32.618303
0.9985,21,32.631982
-0.002,20,32.645203
0.9981,21,32.658648
0.9981,21,32.672081
0.9985,21,32.685299
0.9983,21,32.69858
-0.002,20,32.712889
-0.002,20,32.729725
0.9983,21,32.744184
-0.002,20,32.758334
0.9985,21,32.772415
0.9983,21,32.79545
-0.002,20,32.809021
-0.002,20,32.822361
0.9984,21,32.835884
-0.002,20,32.849052
0.9982,21,32.86303
-0.002,20,32.876248
-0.002,20,32.890096
-0.002,20,32.90363
-0.002,20,32.917497
-0.002,20,32.931704
0.9985,21,32.945981
-0.002,20,32.959887
0.9985,21,32.974278
0.9983,21,32.988007
-0.002,20,33.001025
0.9984,21,33.014259
-0.002,20,33.030381
0.9985,21,33.045421
-0.002,20,33.059109
-0.002,20,33.073057
-0.002,20,33.108845
-0.002,20,33.123295
-0.002,20,33.137441
-0.002,20,33.151047
-0.002,20,33.164879
-0.002,20,33.178295
0.9984,21,33.19208
-0.002,20,33.20595
0.9985,21,33.22026
0.9981,21,33.234093
-0.002,20,33.247374
0.9985,21,33.260795
-0.002,20,33.274079
0.9985,21,33.287473
0.9985,21,33.301046
0.9985,21,33.315019
-0.002,20,33.329029
-0.002,20,33.342388
0.9985,21,33.355903
-0.002,20,33.368993
0.9983,21,33.383062
-0.002,20,33.396596
-0.002,20,33.411319
-0.002,20,33.425041
0.9985,21,33.438628
0.9982,21,33.452128
0.9985,21,33.465687
0.9985,21,33.479693
-0.002,20,33.493379
-0.002,20,33.506836
0.9984,21,33.520184
0.9983,21,33.533741
0.9984,21,33.547788
0.9984,21,33.562029
-0.002,20,33.575522
-0.002,20,33.588742
