#{"t_start": 1705136650.7421062, "env_id": "None"}
r,l,t
-0.002,20,4.785376
0.9985,21,4.800377
0.9982,21,4.814698
0.9981,21,4.82945
0.9981,21,4.843765
-0.002,20,4.857982
-0.002,20,4.872022
-0.002,20,4.886926
-0.002,20,4.904702
-0.002,20,4.920934
-0.002,20,4.934772
-0.002,20,4.948717
-0.002,20,4.962797
0.9981,21,4.978067
-0.002,20,4.992415
-0.002,20,5.006533
-0.002,20,5.021325
-0.002,20,5.035277
-0.002,20,5.049013
0.9983,21,5.063255
0.9982,21,5.077556
0.9985,21,5.091941
0.9985,21,5.106338
0.9983,21,5.120875
-0.002,20,5.134681
-0.002,20,5.148942
0.9982,21,5.163282
0.9985,21,5.178097
-0.002,20,5.205995
0.9982,21,5.230897
0.9985,21,5.269984
-0.002,20,5.293156
0.9985,21,5.310394
-0.002,20,5.328639
-0.002,20,5.34391
-0.002,20,5.359135
0.9984,21,5.374139
0.9984,21,5.392083
0.9985,21,5.408178
-0.002,20,5.42346
0.9983,21,5.438548
-0.002,20,5.452975
-0.002,20,5.466821
0.9984,21,5.4812
0.9985,21,5.495505
0.9982,21,5.509946
-0.002,20,5.524289
-0.002,20,5.538609
0.9981,21,5.55355
-0.002,20,5.567564
0.9984,21,5.581667
-0.002,20,5.596093
0.9985,21,5.610633
-0.002,20,5.625246
0.9985,21,5.640154
-0.002,20,5.654745
-0.002,20,5.668985
0.9981,21,5.683311
0.9985,21,5.697516
-0.002,20,5.711616
-0.002,20,5.726226
0.9984,21,5.740589
-0.002,20,5.754756
0.9981,21,5.769069
-0.002,20,5.783179
-0.002,20,5.81533
-0.002,20,5.830678
0.9983,21,5.845488
-0.002,20,5.859766
-0.002,20,5.874028
0.9984,21,5.890389
-0.002,20,5.90632
-0.002,20,5.920499
-0.002,20,5.934811
0.9983,21,5.949229
0.9985,21,5.963478
0.9985,21,5.978169
0.9985,21,5.99257
0.9982,21,6.007007
0.9985,21,6.021881
-0.002,20,6.03617
-0.002,20,6.050441
0.9981,21,6.064778
0.9984,21,6.079134
0.9981,21,6.093541
0.9985,21,6.107862
0.9985,21,6.122138
-0.002,20,6.136133
-0.002,20,6.149808
-0.002,20,6.163946
-0.002,20,6.177638
-0.002,20,6.191906
0.9985,21,6.206079
0.9984,21,6.220797
-0.002,20,6.234568
0.9983,21,6.248688
-0.002,20,6.26355
-0.002,20,6.277806
0.9984,21,6.292237
-0.002,20,6.306076
0.9984,21,6.320237
0.9984,21,6.334531
0.9985,21,6.349175
0.9985,21,6.363367
0.9984,21,6.377564
