num_of_edges,num_of_equations,delta_param,number_of_events,execution_time_discrete,memory_usage_discrete,execution_time_solver,memory_usage_solver
4,1,0.25,64,0.0008607333333536212,0.014777628580729167,0.040761426666705375,0.002367814381917318
5,1,0.25,64,0.0007743533332218,0.013707224527994792,0.04021300666653436,0.0005832672119140625
6,1,0.25,64,0.0006976500000386743,0.013686879475911459,0.03778401000013314,0.0005672454833984375
7,1,0.125,256,0.0017846033333138056,0.09883066813151041,0.05610187000011903,0.007343292236328125
8,1,0.125,256,0.0017547333334570591,0.09884592692057291,0.0391342900001058,0.007341543833414714
9,1,0.125,256,0.00164666333335024,0.09889170328776041,0.041807633333339846,0.0073399225870768225
10,1,0.0625,1024,0.005872653333181669,0.43633193969726564,0.040712226666584354,0.007338110605875651
11,1,0.0625,1024,0.005683633333367366,0.4360237121582031,0.039277796666607474,0.007343355814615885
12,1,0.0625,1024,0.0052815966666663735,0.4360694885253906,0.03869851333323685,0.007345167795817057
13,1,0.0625,1024,0.005040726666716659,0.4361152648925781,0.03825505999979544,0.0073397318522135414
14,1,0.0625,1024,0.004872986666693831,0.4361610412597656,0.03783932666680518,0.007343292236328125
15,1,0.0625,1024,0.005292459999950768,0.436285146077474,0.039719220000057,0.007351970672607422
16,1,0.03125,4096,0.020068720000012075,1.726147715250651,0.038195389999838784,0.00733798344930013
17,1,0.03125,4096,0.01842172333328612,1.7261934916178385,0.03868886666680346,0.007329114278157552
18,1,0.03125,4096,0.01888442000006707,1.7262852986653645,0.03946760333321656,0.007352097829182943
19,1,0.03125,4096,0.01869814333317848,1.7262850443522135,0.03852780666654397,0.007695770263671875
20,1,0.03125,4096,0.018140796666747845,1.7264879862467448,0.03786029333341836,0.007540194193522135
21,1,0.03125,4096,0.017469126666735352,1.7264417012532551,0.03844321666648486,0.007343419392903646
22,1,0.03125,4096,0.018312103333346666,1.7265754699707032,0.03805967333343691,0.0077240308125813804
23,1,0.015625,16384,0.07607519999987146,6.891336313883463,0.037369336666618284,0.009755961100260417
24,1,0.015625,16384,0.07636970333321479,6.891502380371094,0.037920216666609274,0.008917236328125
25,1,0.015625,16384,0.07415615333344776,6.891228739420573,0.03779734333334475,0.009676837921142578
26,1,0.015625,16384,0.07641501666666421,6.891625722249349,0.0384838166666172,0.007662773132324219
27,1,0.015625,16384,0.07547334333333723,6.891734059651693,0.03771631333338717,0.009198284149169922
28,1,0.015625,16384,0.0743633700001383,6.8918810526529946,0.03784709000009047,0.008255513509114583
29,1,0.015625,16384,0.07405583333303477,6.891949462890625,0.03721843000005884,0.00926520029703776
30,1,0.015625,16384,0.07199788666662513,6.892047627766927,0.03752459000000741,0.009911219278971354
31,1,0.015625,16384,0.0689482500000718,6.891846720377604,0.03637351333330179,0.009339173634847006
32,1,0.015625,16384,0.07029399999992153,6.892240651448568,0.03761491999997769,0.007894229888916016
33,1,0.015625,16384,0.07463100666671924,6.892361195882161,0.03628646666653091,0.010037930806477864
34,1,0.015625,16384,0.07083749333333618,6.892521667480469,0.037149859999864886,0.008348941802978516
35,1,0.0078125,65536,0.30333765666659607,27.56084950764974,0.037586929999979396,0.009245872497558594
36,1,0.0078125,65536,0.285654366666608,27.56082967122396,0.038535343333163635,0.009951432545979818
37,1,0.0078125,65536,0.29041393999993853,27.56105270385742,0.03703721333315813,0.010019556681315104
38,1,0.0078125,65536,0.3023706200000163,27.5621337890625,0.03652708333336416,0.013707256317138672
39,1,0.0078125,65536,0.30129151999988113,27.562244160970053,0.037556826666573666,0.013806502024332682
40,1,0.0078125,65536,0.302715840000248,27.56232655843099,0.03876381333341102,0.014381917317708333
41,1,0.0078125,65536,0.3072036299998411,27.562374623616538,0.036843023333301514,0.014488792419433594
42,1,0.0078125,65536,0.29979696999990363,27.56247304280599,0.036757796666752655,0.014604536692301433
43,1,0.0078125,65536,0.29751036666676417,27.562647755940755,0.038496576666581815,0.014968617757161459
44,1,0.0078125,65536,0.3031046433334689,27.56278025309245,0.03725274333339191,0.015081119537353516
45,1,0.0078125,65536,0.3032891933333502,27.5628786722819,0.0371813699998936,0.0151918093363444
46,1,0.0078125,65536,0.2944576700000623,27.56299311319987,0.03797790666666228,0.015553538004557292
47,1,0.0078125,65536,0.3011124766667083,27.56310755411784,0.03747097999994864,0.01567691167195638
48,1,0.00390625,262144,1.3217027066667901,110.02961349487305,0.040907730000076845,0.007654412587483724
49,1,0.00390625,262144,1.3086225799998665,110.0296745300293,0.03665971333349726,0.00958566665649414
50,1,0.00390625,262144,1.2691333000000218,110.02974319458008,0.037847560000113134,0.013184769948323568
51,1,0.00390625,262144,1.281276816666527,110.02980422973633,0.038564373333165376,0.009949843088785807
52,1,0.00390625,262144,1.2846275966667264,110.02987289428711,0.038204106666819844,0.0077828089396158855
53,1,0.00390625,262144,1.289567293333301,110.02994155883789,0.03747830999999356,0.00783395767211914
54,1,0.00390625,262144,1.2902218633332567,110.03000259399414,0.03769083999997231,0.008925183614095052
55,1,0.00390625,262144,1.2683217399999713,110.03007125854492,0.03867093333328668,0.011222934722900391
56,1,0.00390625,262144,1.2749931300001236,110.0301399230957,0.03706012333321998,0.009868653615315755
57,1,0.00390625,262144,1.2626031833333404,110.03012466430664,0.03808372333328407,0.008020496368408203
58,1,0.00390625,262144,1.2834392599999298,110.03019332885742,0.03788753666659493,0.008628114064534505
59,1,0.00390625,262144,1.2524736066665956,110.0302619934082,0.0375334133333709,0.00980068842569987
60,1,0.00390625,262144,1.2480263033332537,110.03039932250977,0.03817808333332356,0.011266962687174479
